NERs,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01
Gary Harley,,,,,,,5.9245958545837525e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gary Sinise,,,,,,,1.6431872415503482e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gavin,,,,,,,5.9245958545837525e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gawler Eagles,,,,,,,5.9245958545837525e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gerrard,,,,,,,7.019698973014784e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gggt,,,,,,,2.1737323993258033e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ghost Swirv,,,,,,,6.521197197968742e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gina,,,,,,,4.929561724639614e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GlencoreAus,,,,,,,4.9295617246396046e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GlennKirschner2,,,,,,,6.521197197968745e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global,,,,,,,7.394342586958239e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gov Parson,,,,,,,7.01969897301479e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greta,,,,,,,6.572748966185325e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GuardianAius,,,,,,,0.0009219437320322065,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GuardianAus,,,,,,,0.0008873211104348765,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hallam,,,,,,,0.0008873211104348765,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Halyard,,,,,,,4.929561724640019e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harper,,,,,,,4.92956172464003e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harris,,,,,,,4.262998716606659e-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hawke,,,,,,,4.92956172464003e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hbz,,,,,,,4.929561724640019e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Head of Mission,,,,,,,0.004092631689610767,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Health &amp,,,,,,,0.004125888105217124,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Health Dept,,,,,,,0.0041624732286459545,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hinata,,,,,,,2.1737323993160732e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong Kong SAR,,,,,,,0.0041543060505154685,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HongKong,,,,,,,0.0041543060505154685,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Human Services,,,,,,,0.0041624732286459545,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hurter House,,,,,,,7.019698973012501e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyderabad,,,,,,,6.57274896618293e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IAB,,,,,,,9.859123449275564e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IAB Australia,,,,,,,9.859123449275564e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICNurses Global Policy and Leadership Programme,,,,,,,0.00014992676674710186,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IKEA,,,,,,,7.394342586956109e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INDIAN PM,,,,,,,7.394342586956109e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISIS,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISS Live,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITF,,,,,,,0.0002957737034782894,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ikea,,,,,,,0.0002957737034782894,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Illumin8prtnrs,,,,,,,0.0003335305827118781,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncoDocs,,,,,,,5.9245958545810826e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ingraham Angle,,,,,,,1.6431872415406e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Int Agencies,,,,,,,2.9577370347798678e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
International Students,,,,,,,5.4100551872263614e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Irene,,,,,,,5.701646630734886e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iromg Hi Mike,,,,,,,4.34746479864307e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ivermectin,,,,,,,5.924595854581084e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JCA,,,,,,,5.924595854581084e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JPCHonline,,,,,,,5.924595854581084e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JamesPurtill,,,,,,,5.924595854581084e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jandles,,,,,,,4.929561724636452e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jared Kushner,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JasonClareMP,,,,,,,4.929561724636454e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawans,,,,,,,4.9295617246364225e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeebazz,,,,,,,4.9295617246364225e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jen,,,,,,,4.9295617246364225e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jill,,,,,,,5.924595854581087e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jinnah,,,,,,,1.643187241540585e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jinpinglied,,,,,,,1.643187241540585e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JobNetwork,,,,,,,5.9245958545810874e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jobby,,,,,,,4.929561724636423e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jodi Gladys,,,,,,,4.929561724636453e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jodi Mc Kay,,,,,,,5.924595854581086e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joe Sinclair,,,,,,,6.572748966182948e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Coates,,,,,,,5.924595854581085e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Connolly,,,,,,,4.9295617246364204e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Josh Bavas,,,,,,,4.9295617246364204e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juliette,,,,,,,4.929561724636455e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kamala,,,,,,,4.929561724636455e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kamala Harris,,,,,,,4.929561724636455e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kathmandu,,,,,,,6.521197197966313e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kavanagh_AM,,,,,,,6.521197197966313e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kevin Bartlett,,,,,,,6.521197197966313e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kidd,,,,,,,0.00013042394395934703,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kinship Carers - SA Inc,,,,,,,9.859123449275576e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kmart Australia,,,,,,,9.859123449275576e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Koolewong,,,,,,,4.9295617246364557e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Krispy,,,,,,,4.9295617246364557e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kristiarto,,,,,,,4.9295617246364557e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kwesi Quartey,,,,,,,4.9295617246364557e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kylo,,,,,,,4.9295617246364245e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LRH,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lahori,,,,,,,4.929561724636426e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lautoka,,,,,,,5.9245958545810894e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Le Peche,,,,,,,6.57274896618295e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learned Academies,,,,,,,6.57274896618295e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legs Garters Set,,,,,,,4.929561724636458e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenore Taylor,,,,,,,0.004362871001038667,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Li Wenliang,,,,,,,0.004395548906410529,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liberal Party,,,,,,,0.004355283205038455,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liddel,,,,,,,0.00010294538561686708,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lil,,,,,,,0.00010294538561686708,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LilithLovett Australia,,,,,,,7.019698973010109e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithium Australia NL,,,,,,,6.572748966180392e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louu Banga,,,,,,,4.9295617246330506e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luciano Gattinoni,,,,,,,4.9295617246330506e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luteyens,,,,,,,6.901386414489744e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LynnePeyton,,,,,,,6.901386414489744e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MELBOURNE,,,,,,,2.9577370347741262e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MO,,,,,,,1.643187241530278e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mackay Health Heroes,,,,,,,5.924595854578234e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mad Max,,,,,,,6.572748966180342e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mail Online Aus Pol,,,,,,,6.57274896618039e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandy,,,,,,,5.924595854578235e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ManicZebra,,,,,,,4.929561724633001e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manly Beach,,,,,,,0.00014788685173912895,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maree,,,,,,,0.0001304239439593343,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marije Brugge,,,,,,,0.0001304239439593343,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mark Mc Gowan Corona Lockdown,,,,,,,4.929561724633e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maternal Aminata,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matt,,,,,,,4.929561724633e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MattHancock,,,,,,,6.521197197963721e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mc Gowan,,,,,,,6.521197197963721e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Megan Neil,,,,,,,2.4647808623085615e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mehdi Hasan,,,,,,,2.4647808623085615e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meridan State College,,,,,,,2.4647808623085615e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meryn Edwards,,,,,,,2.1737323993105713e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael West News,,,,,,,5.9245958545782346e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mihai,,,,,,,5.9245958545782346e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mike Roman,,,,,,,4.929561724633e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mine GC,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MineralsCouncil,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ministry of Health NZ,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Modi Govt,,,,,,,2.9577370347741313e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monash University Australia,,,,,,,2.566740524137666e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MonashUni &amp,,,,,,,0.00012212761871395974,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,,,,,,,0.00010775099320353349,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morrow,,,,,,,9.859123449273823e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mortal Kombat,,,,,,,4.929561724633003e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mother Nature,,,,,,,4.929561724633052e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mount Barker,,,,,,,6.572748966180392e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mumbai,,,,,,,6.572748966180346e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N95,,,,,,,6.572748966180346e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NC,,,,,,,5.9245958545782386e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NI,,,,,,,4.929561724633005e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSWHealth,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nan,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Narang Vipin,,,,,,,2.9577370347741344e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Natalie Klein,,,,,,,0.00011623735118771794,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Natasha Fyles,,,,,,,0.00011623735118771794,,,,,,,,,,,,,,,,,,,,,,,,,,,,
National Advisory Group,,,,,,,8.53825136611728e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
National Cabinet of Australia,,,,,,,4.9295617246330594e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
National Scientific and Industrial Research Organization,,,,,,,7.394342586953855e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
National/State,,,,,,,6.521197197963728e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Navdeep Suri,,,,,,,6.521197197963728e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New COVID-19,,,,,,,4.92956172463301e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New South,,,,,,,4.92956172463301e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NewYorkTimes,,,,,,,2.4647808623085686e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Newscorp Australia,,,,,,,2.173732399310577e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ngampa Yarta,,,,,,,8.215936207412377e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nickelback,,,,,,,6.572748966180348e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nikki Haley,,,,,,,6.572748966180348e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Noah,,,,,,,6.5727489661804e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Non Stanford,,,,,,,6.5727489661804e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Shields Port Tyne,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSCE,,,,,,,4.929561724633065e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oblivious,,,,,,,7.352305051398859e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OfficialBlueyTV,,,,,,,3.12963592861608e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ogbeni Dipo,,,,,,,7.975151755596646e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OrthoClinicalDX,,,,,,,7.39434258695386e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ozzie,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PANDA,,,,,,,0.00013145497932366676,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCH,,,,,,,0.00013145497932366676,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paddy Crumlin,,,,,,,0.00016183517483711274,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pak an International,,,,,,,5.9245958545782515e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pan Brioche,,,,,,,5.9245958545782515e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pat Cummins,,,,,,,5.9245958545782515e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patricia Evangelista,,,,,,,4.929561724633075e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paul Kadak,,,,,,,4.929561724633023e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paul Vautin,,,,,,,4.929561724633023e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pearl Harbour,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peele,,,,,,,4.929561724633023e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pensicola,,,,,,,4.929561724633076e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perinatal Anxiety,,,,,,,0.00013145497932366676,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Perth 
@7NewsSC
@7NewsSydney
@7NewsTownsville",,,,,,,0.0001738985919457903,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peter Attia,,,,,,,0.00018950159717893132,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peter Stefanovic,,,,,,,1.6431872415303294e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phil Chalkley,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poli Bard,,,,,,,4.929561724633021e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Port Darwin,,,,,,,7.35230505139886e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Post Covid,,,,,,,7.35230505139886e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Post Malone,,,,,,,3.5211155175913405e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prime Minsters,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Princess Cruises,,,,,,,4.9295617246330194e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prof,,,,,,,5.92459585457825e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prof Tim Stephens,,,,,,,6.572748966180405e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prokopenko,,,,,,,6.572748966180405e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puerto Rico's,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Putin,,,,,,,1.643187241530795e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QE,,,,,,,7.530029915367144e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QldPolice,,,,,,,7.530029915367144e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quantitative Easing,,,,,,,8.215936207727184e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT #Coronavirus,,,,,,,8.215936207727235e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT #ICYMI,,,,,,,7.162487131211076e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT #MVFC,,,,,,,0.00013042394395933434,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT #Parliament,,,,,,,0.00013042394395933434,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @9NewsAUS,,,,,,,0.00013042394395933434,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @SBSNews,,,,,,,4.929561724633067e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT Australian High Commission,,,,,,,4.929561724633067e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT Britain,,,,,,,4.929561724633067e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT Carnegie Mellon University,,,,,,,5.924595854578249e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT Community,,,,,,,0.00045210050688538695,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT Foreign,,,,,,,0.00039980471132561443,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT Fox,,,,,,,0.0004072486344846878,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT Games,,,,,,,0.00025968077742050865,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT Hospitals,,,,,,,6.521197197963654e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT MFS,,,,,,,4.9295617246329727e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT Modelling,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT NAPWHA,,,,,,,4.9295617246329754e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT NT,,,,,,,0.00032325297961066386,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT Population,,,,,,,0.0003450693207246668,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT Reuters,,,,,,,0.003537282576015738,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT Scientists,,,,,,,0.0036727716087751293,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT Today @sydney_uni,,,,,,,0.003599592840109831,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RT Today, @ATSE_au",,,,,,,9.85912344927338e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT 🇦🇺 Detmold Group,,,,,,,9.85912344927338e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RabobankAU,,,,,,,7.394342586953119e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Racism,,,,,,,0.00010743730696819147,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RadioApp,,,,,,,0.00011295044873053066,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramaphosa,,,,,,,8.53825136611666e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rampal Ji,,,,,,,4.929561724631966e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rana Awdish,,,,,,,4.929561724631966e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rao Kavitha,,,,,,,5.924595854577311e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Risk Detainees,,,,,,,1.643187241526822e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rita Bra,,,,,,,1.643187241526822e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rlan,,,,,,,5.924595854577315e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robe Tce,,,,,,,5.924595854577315e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roberto Tonin,,,,,,,5.924595854577315e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rohan,,,,,,,5.924595854577315e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ron As,,,,,,,5.924595854577315e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ross River,,,,,,,6.572748966179577e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RoyalMail,,,,,,,6.572748966179577e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rozelle,,,,,,,4.9295617246319725e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RubyPrincess,,,,,,,4.929561724631902e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANEAustralia,,,,,,,4.929561724631902e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SARS19,,,,,,,4.929561724631902e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SFA,,,,,,,5.924595854577314e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SINGAPORE,,,,,,,5.924595854577314e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWAT,,,,,,,7.019698973009323e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWIPE UP,,,,,,,6.521197197962882e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sally,,,,,,,6.521197197962882e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sam Heughan,,,,,,,4.929561724631974e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samantha,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samoa,,,,,,,7.394342586953123e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sandra Walklate,,,,,,,7.394342586953123e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanghi,,,,,,,7.394342586953123e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SatPaper,,,,,,,6.572748966179577e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SciGenderEquity,,,,,,,5.9245958545773144e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ScottMorrisonMP Government,,,,,,,1.6431872415268962e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ScottyFromHillsong,,,,,,,4.929561724631904e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seasonal Worker Programme,,,,,,,4.929561724631904e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Self,,,,,,,5.924595854577316e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Senator Loeffler,,,,,,,5.924595854577316e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serco,,,,,,,6.572748966179508e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Services Australia,,,,,,,6.572748966179579e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shabbas,,,,,,,6.572748966179579e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shambles,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaoquett Moselmane,,,,,,,6.572748966179581e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shar Livingstone,,,,,,,6.572748966179581e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shayne Elliott,,,,,,,6.572748966179581e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shithead Moselmane,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sickening,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SkyMuster,,,,,,,4.929561724631981e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SkyNewsBreak,,,,,,,6.521197197962891e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smilan,,,,,,,2.1737323993080173e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
